,compound,a,Tc,elements,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
48,Hf0.75Nb0.25N1,4.515,5.652872,Hf Nb N,Hf0.75 Nb0.25 N1,7.0,72.0,65.0,35.625,28.625,7.0,45.0,82.0,37.0,63.75,18.25,82.0,14.0067,178.49,164.4833,85.5503975,71.54369750000001,14.0067,63.05,2750.0,2686.95,1315.025,1251.975,63.05,4.0,15.0,11.0,9.625,5.375,15.0,2.0,6.0,4.0,3.875,1.875,2.0,71.0,175.0,104.0,121.625,50.625,71.0,1.3,3.04,1.74,2.2075,0.8325,3.04,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.25,1.25,0.0,0.0,14.0,14.0,5.25,6.5625,0.0,5.0,18.0,13.0,9.875,6.09375,5.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.375,2.375,3.0,14.76875,22.2,7.431249999999999,17.981875000000002,3.2131249999999993,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,198.375,7.65625,194.0
49,Hf0.9Nb0.1N1,4.53,5.47,Hf Nb N,Hf0.9 Nb0.1 N1,7.0,72.0,65.0,37.949999999999996,30.95,7.0,45.0,82.0,37.0,63.6,18.4,82.0,14.0067,178.49,164.4833,91.96916900000001,77.962469,14.0067,63.05,2750.0,2686.95,1296.7250000000001,1233.675,63.05,4.0,15.0,11.0,9.55,5.45,15.0,2.0,6.0,4.0,3.95,1.9500000000000002,2.0,71.0,175.0,104.0,122.45,51.45,71.0,1.3,3.04,1.74,2.185,0.855,3.04,1.0,2.0,1.0,1.9500000000000002,0.09499999999999985,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.1,1.1,0.0,0.0,14.0,14.0,6.3,6.93,0.0,5.0,18.0,13.0,10.85,6.4350000000000005,5.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.9000000000000004,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.45,2.45,3.0,14.76875,22.2,7.431249999999999,18.283375,3.524962499999999,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,195.75,3.325,194.0
50,Hf0.95Nb0.05N1,4.535,6.201625,Hf Nb N,Hf0.95 Nb0.05 N1,7.0,72.0,65.0,38.724999999999994,31.725,7.0,45.0,82.0,37.0,63.55,18.45,82.0,14.0067,178.49,164.4833,94.1087595,80.162178475,14.0067,63.05,2750.0,2686.95,1290.625,1227.575,63.05,4.0,15.0,11.0,9.525,5.475,15.0,2.0,6.0,4.0,3.9749999999999996,1.975,2.0,71.0,175.0,104.0,122.725,51.724999999999994,71.0,1.3,3.04,1.74,2.1775,0.8625,3.04,1.0,2.0,1.0,1.975,0.04874999999999992,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.05,1.05,0.0,0.0,14.0,14.0,6.6499999999999995,6.9825,0.0,5.0,18.0,13.0,11.174999999999999,6.48375,5.0,0.0,1.0,1.0,0.025,0.04875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.9499999999999997,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.475,2.4749999999999996,3.0,14.76875,22.2,7.431249999999999,18.383875,3.625318749999999,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,194.875,1.70625,194.0
51,Zr0.05Nb0.95N1,4.449,14.2,Nb Zr N,Zr0.05 Nb0.95 N1,7.0,41.0,34.0,23.974999999999998,16.975,7.0,44.0,82.0,38.0,64.425,17.575,82.0,14.0067,92.90638,78.89968,53.414480499999996,39.4077805,14.0067,63.05,2750.0,2686.95,1390.9750000000001,1327.925,63.05,4.0,15.0,11.0,9.975,5.025,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,117.77499999999999,46.775,71.0,1.33,3.04,1.71,2.31325,0.72675,3.04,1.0,2.0,1.0,1.525,0.49875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.95,1.9499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.975,0.04875000000000034,5.0,0.0,1.0,1.0,0.475,0.49874999999999997,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.05,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.025,2.025,3.0,14.76875,23.195,8.42625,16.59975,1.8309999999999995,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,210.625,17.45625,194.0
52,Zr0.15Nb0.85N1,4.467,13.7,Nb Zr N,Zr0.15 Nb0.85 N1,7.0,41.0,34.0,23.925,16.924999999999997,7.0,44.0,82.0,38.0,64.275,17.725,82.0,14.0067,92.90638,78.89968,53.330361499999995,39.3236615,14.0067,63.05,2750.0,2686.95,1359.875,1296.825,63.05,4.0,15.0,11.0,9.925,5.074999999999999,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,118.325,47.325,71.0,1.33,3.04,1.71,2.29975,0.74025,3.04,1.0,2.0,1.0,1.575,0.48875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.8499999999999999,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.925,0.13875000000000015,5.0,0.0,1.0,1.0,0.425,0.48875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.15,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.075,2.075,3.0,14.76875,23.195,8.42625,16.8505,2.0817499999999995,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,208.875,17.10625,194.0
53,Zr0.24Nb0.76N1,4.4832,12.61423,Nb Zr N,Zr0.24 Nb0.76 N1,7.0,41.0,34.0,23.88,16.880000000000003,7.0,44.0,82.0,38.0,64.14,17.86,82.0,14.0067,92.90638,78.89968,53.2546544,39.2479544,14.0067,63.05,2750.0,2686.95,1331.885,1268.835,63.05,4.0,15.0,11.0,9.879999999999999,5.12,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,118.82,47.82,71.0,1.33,3.04,1.71,2.2876000000000003,0.7524,3.04,1.0,2.0,1.0,1.62,0.47119999999999995,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.76,1.7600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.88,0.21120000000000008,5.0,0.0,1.0,1.0,0.38,0.4712,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.24,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.12,2.12,3.0,14.76875,23.195,8.42625,17.076175,2.3074249999999994,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,207.3,16.492000000000004,194.0
54,Zr0.32Nb0.68N1,4.4976,11.9195,Nb Zr N,Zr0.32 Nb0.68 N1,7.0,41.0,34.0,23.840000000000003,16.84,7.0,44.0,82.0,38.0,64.02,17.98,82.0,14.0067,92.90638,78.89968,53.1873592,39.180659199999994,14.0067,63.05,2750.0,2686.95,1307.005,1243.955,63.05,4.0,15.0,11.0,9.84,5.16,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,119.26,48.260000000000005,71.0,1.33,3.04,1.71,2.2768,0.7632,3.04,1.0,2.0,1.0,1.6600000000000001,0.4488,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.6800000000000002,1.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.84,0.26880000000000015,5.0,0.0,1.0,1.0,0.34,0.4488,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.3200000000000003,3.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.16,2.16,3.0,14.76875,23.195,8.42625,17.276775,2.508025,14.76875,0.0,6.437,6.437,3.2185,3.2185000000000006,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,205.9,15.708000000000002,194.0
55,Zr0.5Nb0.5N1,4.53,10.97515,Nb Zr N,Zr0.5 Nb0.5 N1,7.0,41.0,34.0,23.75,16.75,7.0,44.0,82.0,38.0,63.75,18.25,82.0,14.0067,92.90638,78.89968,53.035945,39.029245,14.0067,63.05,2750.0,2686.95,1251.025,1187.975,63.05,4.0,15.0,11.0,9.75,5.25,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,120.25,49.25,71.0,1.33,3.04,1.71,2.2525,0.7875,3.04,1.0,2.0,1.0,1.75,0.375,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.25,2.25,3.0,14.76875,23.195,8.42625,17.728125,2.9593749999999996,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,202.75,13.125,194.0
56,Zr0.64Nb0.36N1,4.5552,10.41024,Nb Zr N,Zr0.64 Nb0.36 N1,7.0,41.0,34.0,23.68,16.68,7.0,44.0,82.0,38.0,63.54,18.46,82.0,14.0067,92.90638,78.89968,52.9181784,38.9114784,14.0067,63.05,2750.0,2686.95,1207.4850000000001,1144.435,63.05,4.0,15.0,11.0,9.68,5.32,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,121.02,50.019999999999996,71.0,1.33,3.04,1.71,2.2336,0.8064,3.04,1.0,2.0,1.0,1.82,0.29519999999999996,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.3599999999999999,1.3599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.68,0.4352000000000001,5.0,0.0,1.0,1.0,0.18,0.2952,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.64,3.6399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.32,2.3200000000000003,3.0,14.76875,23.195,8.42625,18.079175,3.3104249999999995,14.76875,0.0,6.437,6.437,3.2185,3.2185000000000006,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,200.3,10.332000000000008,194.0
57,Zr0.75Nb0.25N1,4.575,10.16128,Nb Zr N,Zr0.75 Nb0.25 N1,7.0,41.0,34.0,23.625,16.625,7.0,44.0,82.0,38.0,63.375,18.625,82.0,14.0067,92.90638,78.89968,52.8256475,38.8189475,14.0067,63.05,2750.0,2686.95,1173.275,1110.225,63.05,4.0,15.0,11.0,9.625,5.375,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,121.625,50.625,71.0,1.33,3.04,1.71,2.21875,0.82125,3.04,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.625,0.46875,5.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.375,2.375,3.0,14.76875,23.195,8.42625,18.355000000000004,3.630000000000001,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,198.375,7.65625,194.0
58,Zr0.9Nb0.1N1,4.602,10.04063,Nb Zr N,Zr0.9 Nb0.1 N1,7.0,41.0,34.0,23.55,16.55,7.0,44.0,82.0,38.0,63.150000000000006,18.85,82.0,14.0067,92.90638,78.89968,52.699469,38.692769,14.0067,63.05,2750.0,2686.95,1126.625,1063.575,63.05,4.0,15.0,11.0,9.55,5.45,15.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,122.45,51.45,71.0,1.33,3.04,1.71,2.1985,0.8414999999999999,3.04,1.0,2.0,1.0,1.9500000000000002,0.09499999999999985,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.55,0.495,5.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.9000000000000004,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.45,2.45,3.0,14.76875,23.195,8.42625,18.731125000000002,4.0174875,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,195.75,3.325,194.0
59,Nb1C0.05N0.95,4.443,16.01639,Nb C N,Nb1 C0.05 N0.95,6.0,41.0,35.0,23.974999999999998,17.025,41.0,47.0,82.0,35.0,64.375,17.375,47.0,12.0107,92.90638,80.89568,53.406639999999996,39.49974,92.90638,63.05,3823.0,3759.95,1500.52375,1365.6000625000001,2750.0,5.0,15.0,10.0,9.975,4.975,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,117.625,46.375,164.0,1.6,3.04,1.44,2.30775,0.7077499999999999,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.4749999999999999,1.475,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.975,0.04875000000000034,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.525,1.525,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.025,1.975,7.0,5.64,18.18,12.54,16.24615625,1.9338437499999994,18.18,0.0,6.437,6.437,3.169975,3.169975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
60,Nb1C0.09N0.91,4.4454,16.79141,Nb C N,Nb1 C0.09 N0.91,6.0,41.0,35.0,23.955,17.044999999999998,41.0,47.0,82.0,35.0,64.275,17.275,47.0,12.0107,92.90638,80.89568,53.36672,39.53966,92.90638,63.05,3823.0,3759.95,1575.7227500000001,1376.5322025,2750.0,5.0,15.0,10.0,9.955,4.955,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,117.725,46.275,164.0,1.6,3.04,1.44,2.29795,0.6979500000000001,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.455,1.455,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.955,0.08594999999999993,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.545,1.545,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.045,1.955,7.0,5.64,18.18,12.54,16.06358125,2.1164187499999993,18.18,0.0,6.437,6.437,3.131155,3.131155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
61,Nb1C0.10N0.9,4.446,16.95124,Nb C N,Nb1 C0.1 N0.9,6.0,41.0,35.0,23.95,17.049999999999997,41.0,47.0,82.0,35.0,64.25,17.25,47.0,12.0107,92.90638,80.89568,53.35674,39.54964,92.90638,63.05,3823.0,3759.95,1594.5225,1378.3252499999999,2750.0,5.0,15.0,10.0,9.95,4.95,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,117.75,46.25,164.0,1.6,3.04,1.44,2.2955,0.6955,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.4500000000000002,1.45,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.95,0.09499999999999985,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.55,1.55,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.050000000000001,1.95,7.0,5.64,18.18,12.54,16.017937500000002,2.1620624999999998,18.18,0.0,6.437,6.437,3.1214500000000003,3.1214500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
62,Nb1C0.12N0.88,4.4472,17.16337,Nb C N,Nb1 C0.12 N0.88,6.0,41.0,35.0,23.939999999999998,17.06,41.0,47.0,82.0,35.0,64.2,17.200000000000003,47.0,12.0107,92.90638,80.89568,53.33678,39.569599999999994,92.90638,63.05,3823.0,3759.95,1632.122,1380.78336,2750.0,5.0,15.0,10.0,9.94,4.9399999999999995,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,117.8,46.2,164.0,1.6,3.04,1.44,2.2906000000000004,0.6906,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.44,1.44,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.94,0.11279999999999965,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.56,1.56,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0600000000000005,1.94,7.0,5.64,18.18,12.54,15.92665,2.2533499999999997,18.18,0.0,6.437,6.437,3.1020400000000006,3.1020400000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
63,Nb1C0.15N0.85,4.449,17.42753,Nb C N,Nb1 C0.15 N0.85,6.0,41.0,35.0,23.925,17.075,41.0,47.0,82.0,35.0,64.125,17.125,47.0,12.0107,92.90638,80.89568,53.306839999999994,39.59954,92.90638,63.05,3823.0,3759.95,1688.52125,1381.6505625,2750.0,5.0,15.0,10.0,9.925,4.925,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,117.875,46.125,164.0,1.6,3.04,1.44,2.28325,0.6832499999999999,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.4249999999999998,1.4249999999999998,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.925,0.13875000000000015,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.575,1.575,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.074999999999999,1.9249999999999998,7.0,5.64,18.18,12.54,15.78971875,2.3902812499999992,18.18,0.0,6.437,6.437,3.072925,3.072925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
64,Nb1C0.22N0.78,4.4532,17.81721,Nb C N,Nb1 C0.22 N0.78,6.0,41.0,35.0,23.89,17.11,41.0,47.0,82.0,35.0,63.95,16.95,47.0,12.0107,92.90638,80.89568,53.236979999999996,39.669399999999996,92.90638,63.05,3823.0,3759.95,1820.1195,1370.51421,2750.0,5.0,15.0,10.0,9.89,4.89,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,118.05,45.95,164.0,1.6,3.04,1.44,2.2661,0.6660999999999999,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.39,1.3900000000000001,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.890000000000001,0.19579999999999953,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.6099999999999999,1.6099999999999999,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.109999999999999,1.8900000000000001,7.0,5.64,18.18,12.54,15.4702125,2.7097874999999996,18.18,0.0,6.437,6.437,3.0049900000000003,3.0049900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
65,Nb1C0.28N0.72,4.4568,17.88551,Nb C N,Nb1 C0.28 N0.72,6.0,41.0,35.0,23.86,17.14,41.0,47.0,82.0,35.0,63.8,16.8,47.0,12.0107,92.90638,80.89568,53.177099999999996,39.72928,92.90638,63.05,3823.0,3759.95,1932.9180000000001,1346.30496,2750.0,5.0,15.0,10.0,9.86,4.859999999999999,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,118.2,45.8,164.0,1.6,3.04,1.44,2.2514000000000003,0.6514,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.36,1.3599999999999999,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.859999999999999,0.24080000000000043,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.6400000000000001,1.6400000000000001,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.140000000000001,1.86,7.0,5.64,18.18,12.54,15.196349999999999,2.9836499999999995,18.18,0.0,6.437,6.437,2.9467600000000003,2.9467600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
66,Nb1C0.35N0.65,4.461,17.8,Nb C N,Nb1 C0.35 N0.65,6.0,41.0,35.0,23.825,17.175,41.0,47.0,82.0,35.0,63.625,16.625,47.0,12.0107,92.90638,80.89568,53.10724,39.79914,92.90638,63.05,3823.0,3759.95,2064.51625,1300.9530625,2750.0,5.0,15.0,10.0,9.825,4.824999999999999,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,118.375,45.625,164.0,1.6,3.04,1.44,2.23425,0.63425,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.3250000000000002,1.325,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.825,0.2887499999999999,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.675,1.675,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.175000000000001,1.8250000000000002,7.0,5.64,18.18,12.54,14.876843749999999,3.3031562499999993,18.18,0.0,6.437,6.437,2.878825,2.878825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
